time,open,high,low,close,tick_volume,spread,real_volume
2025-04-20 04:00:00,4870.387,4877.197,4863.905,4864.322,3384,480,0
2025-04-20 05:00:00,4864.329,4870.727,4852.484,4852.827,3396,480,0
2025-04-20 06:00:00,4852.829,4870.198,4852.829,4870.198,3399,480,0
2025-04-20 07:00:00,4870.199,4884.438,4870.199,4878.735,3395,480,0
2025-04-20 08:00:00,4878.746,4886.22,4878.743,4882.412,3412,480,0
2025-04-20 09:00:00,4882.417,4884.926,4873.618,4874.706,3397,480,0
2025-04-20 10:00:00,4874.709,4886.534,4874.709,4886.534,3370,480,0
2025-04-20 11:00:00,4886.536,4904.238,4886.536,4904.238,3403,480,0
2025-04-20 12:00:00,4904.25,4917.675,4904.25,4915.598,3399,490,0
2025-04-20 13:00:00,4915.599,4931.626,4915.599,4931.626,3389,490,0
2025-04-20 14:00:00,4931.632,4939.281,4923.683,4931.014,3400,490,0
2025-04-20 15:00:00,4931.018,4940.833,4931.018,4939.401,3391,490,0
2025-04-20 16:00:00,4939.404,4946.014,4936.76,4940.333,3400,490,0
2025-04-20 17:00:00,4940.338,4948.869,4936.151,4941.795,3408,490,0
2025-04-20 18:00:00,4941.797,4942.821,4932.242,4939.177,3395,490,0
2025-04-20 19:00:00,4939.183,4943.223,4935.172,4942.595,3383,490,0
2025-04-20 20:00:00,4942.599,4946.691,4934.953,4943.407,3396,490,0
2025-04-20 21:00:00,4943.413,4957.127,4943.413,4957.127,3389,490,0
2025-04-20 22:00:00,4957.132,4964.007,4952.11,4956.222,3390,490,0
2025-04-20 23:00:00,4956.23,4959.359,4949.487,4951.831,3372,490,0
2025-04-21 00:00:00,4951.836,4961.846,4940.493,4943.228,3405,490,0
2025-04-21 01:00:00,4943.229,4945.901,4916.061,4919.501,3387,490,0
2025-04-21 02:00:00,4919.514,4920.909,4911.105,4915.652,3412,490,0
2025-04-21 03:00:00,4915.657,4928.164,4915.657,4928.164,3403,490,0
2025-04-21 04:00:00,4928.166,4942.552,4928.166,4942.552,3405,490,0
2025-04-21 05:00:00,4942.556,4945.289,4938.309,4945.289,3411,490,0
2025-04-21 06:00:00,4945.292,4956.547,4940.574,4949.612,3389,490,0
2025-04-21 07:00:00,4949.617,4953.661,4946.176,4952.047,3381,490,0
2025-04-21 08:00:00,4952.053,4966.386,4952.053,4966.386,3409,490,0
2025-04-21 09:00:00,4966.4,4971.468,4957.794,4958.257,3415,490,0
2025-04-21 10:00:00,4958.261,4973.012,4958.261,4973.012,3410,490,0
2025-04-21 11:00:00,4973.012,4982.548,4971.531,4974.349,3409,490,0
2025-04-21 12:00:00,4974.359,4991.35,4974.359,4990.76,3398,490,0
2025-04-21 13:00:00,4990.766,4998.801,4977.006,4985.036,3393,490,0
2025-04-21 14:00:00,4985.037,4989.522,4982.808,4989.116,3399,490,0
2025-04-21 15:00:00,4989.117,5002.111,4989.117,5002.111,3412,490,0
2025-04-21 16:00:00,5002.112,5017.546,5002.112,5017.127,3426,500,0
2025-04-21 17:00:00,5017.129,5027.443,5013.374,5015.517,3396,500,0
2025-04-21 18:00:00,5015.521,5026.648,5015.521,5023.958,3382,500,0
2025-04-21 19:00:00,5023.962,5025.305,5005.303,5018.08,3409,500,0
2025-04-21 20:00:00,5018.09,5024.437,5014.133,5016.062,3415,500,0
2025-04-21 21:00:00,5016.072,5020.683,5010.988,5020.64,3402,500,0
2025-04-21 22:00:00,5020.645,5027.829,5011.445,5019.962,3411,500,0
2025-04-21 23:00:00,5019.962,5031.854,5019.962,5031.854,3404,500,0
2025-04-22 00:00:00,5031.863,5044.687,5029.991,5038.882,3390,500,0
2025-04-22 01:00:00,5038.885,5045.088,5035.254,5041.198,3399,500,0
2025-04-22 02:00:00,5041.203,5043.923,5031.702,5043.832,3401,500,0
2025-04-22 03:00:00,5043.835,5045.566,5014.731,5018.423,3418,500,0
2025-04-22 04:00:00,5018.428,5027.88,5018.428,5027.88,3389,500,0
2025-04-22 05:00:00,5027.883,5033.761,5023.233,5027.991,3398,500,0
2025-04-22 06:00:00,5027.999,5036.077,5025.59,5036.077,3388,500,0
2025-04-22 07:00:00,5036.085,5038.683,5026.627,5033.894,3406,500,0
2025-04-22 08:00:00,5033.908,5039.222,5027.66,5031.856,3400,500,0
2025-04-22 09:00:00,5031.864,5032.508,4995.231,4998.348,3404,490,0
2025-04-22 10:00:00,4998.353,5000.845,4977.669,4978.33,3396,490,0
2025-04-22 11:00:00,4978.337,4985.693,4971.595,4985.693,3379,490,0
2025-04-22 12:00:00,4985.703,5000.323,4985.703,5000.323,3391,490,0
2025-04-22 13:00:00,5000.331,5010.939,4998.232,5006.565,3396,490,0
2025-04-22 14:00:00,5006.566,5017.295,5006.566,5013.426,3395,500,0
2025-04-22 15:00:00,5013.43,5016.051,5009.264,5016.051,3386,500,0
2025-04-22 16:00:00,5016.056,5021.539,5006.941,5018.274,3430,500,0
2025-04-22 17:00:00,5018.28,5032.257,5018.28,5032.257,3411,500,0
2025-04-22 18:00:00,5032.261,5032.432,5004.13,5005.641,3425,500,0
2025-04-22 19:00:00,5005.644,5015.05,5002.589,5003.528,3386,500,0
2025-04-22 20:00:00,5003.529,5016.972,5003.529,5016.972,3428,500,0
2025-04-22 21:00:00,5016.972,5022.052,5008.773,5013.795,3378,500,0
2025-04-22 22:00:00,5013.798,5017.313,4999.209,5002.579,3403,490,0
2025-04-22 23:00:00,5002.588,5003.727,4993.251,4997.791,3394,490,0
2025-04-23 00:00:00,4997.798,5005.586,4993.061,4996.83,3398,490,0
2025-04-23 01:00:00,4996.838,4999.684,4990.724,4991.495,3395,490,0
2025-04-23 02:00:00,4991.503,4995.284,4982.175,4990.352,3402,490,0
2025-04-23 03:00:00,4990.354,4995.27,4978.006,4984.044,3388,490,0
2025-04-23 04:00:00,4984.051,4988.966,4978.068,4981.483,3405,490,0
2025-04-23 05:00:00,4981.488,4985.832,4970.933,4975.418,3413,490,0
2025-04-23 06:00:00,4975.429,4976.432,4961.796,4966.599,3395,490,0
2025-04-23 07:00:00,4966.599,4974.616,4964.795,4971.429,3395,490,0
2025-04-23 08:00:00,4971.429,4972.09,4941.82,4945.175,3394,490,0
2025-04-23 09:00:00,4945.179,4947.221,4936.327,4946.838,3396,490,0
2025-04-23 10:00:00,4946.845,4960.569,4946.845,4960.207,3406,490,0
2025-04-23 11:00:00,4960.207,4973.229,4960.207,4973.229,3405,490,0
2025-04-23 12:00:00,4973.237,4978.889,4970.639,4971.897,3381,490,0
2025-04-23 13:00:00,4971.899,4985.768,4971.899,4984.315,3428,490,0
2025-04-23 14:00:00,4984.324,4999.408,4984.324,4999.408,3413,490,0
2025-04-23 15:00:00,4999.412,5001.08,4989.619,5000.184,3380,490,0
2025-04-23 16:00:00,5000.19,5009.974,4993.538,4994.03,3366,490,0
2025-04-23 17:00:00,4994.035,5005.87,4994.035,5005.547,3380,490,0
2025-04-23 18:00:00,5005.549,5011.772,5002.199,5010.697,3393,500,0
2025-04-23 19:00:00,5010.702,5014.553,4999.813,5010.208,3437,500,0
2025-04-23 20:00:00,5010.218,5015.142,5002.473,5015.142,3399,500,0
2025-04-23 21:00:00,5015.143,5033.397,5015.143,5033.397,3396,500,0
2025-04-23 22:00:00,5033.403,5039.674,5027.623,5028.793,3415,500,0
2025-04-23 23:00:00,5028.803,5036.876,5025.579,5036.876,3410,500,0
2025-04-24 00:00:00,5036.882,5037.909,5029.329,5036.953,3430,500,0
2025-04-24 01:00:00,5036.962,5050.032,5034.478,5050.032,3425,500,0
2025-04-24 02:00:00,5050.037,5051.129,5032.513,5035.663,3382,500,0
2025-04-24 03:00:00,5035.668,5035.964,5018.019,5025.371,3406,500,0
2025-04-24 04:00:00,5025.377,5030.931,5016.769,5030.931,3402,500,0
2025-04-24 05:00:00,5030.932,5036.128,5019.022,5025.784,3411,500,0
2025-04-24 06:00:00,5025.788,5031.783,5015.156,5018.662,3426,500,0
2025-04-24 07:00:00,5018.671,5035.676,5018.671,5031.68,3394,500,0
2025-04-24 08:00:00,5031.685,5043.54,5031.685,5043.54,3397,500,0
2025-04-24 09:00:00,5043.541,5050.114,5040.965,5046.89,3384,500,0
2025-04-24 10:00:00,5046.9,5055.287,5040.15,5050.269,3407,500,0
2025-04-24 11:00:00,5050.277,5068.195,5050.277,5066.485,3392,500,0
2025-04-24 12:00:00,5066.487,5070.213,5047.056,5057.389,3400,500,0
2025-04-24 13:00:00,5057.389,5064.44,5046.563,5050.637,3419,500,0
2025-04-24 14:00:00,5050.645,5058.814,5044.835,5045.463,3399,500,0
2025-04-24 15:00:00,5045.466,5049.664,5040.032,5049.583,3405,500,0
2025-04-24 16:00:00,5049.586,5055.397,5045.921,5055.397,3395,500,0
2025-04-24 17:00:00,5055.407,5058.096,5022.028,5022.461,3395,500,0
2025-04-24 18:00:00,5022.463,5036.091,5020.796,5021.853,3403,500,0
2025-04-24 19:00:00,5021.862,5024.885,5016.482,5020.972,3421,500,0
2025-04-24 20:00:00,5020.978,5032.698,5020.978,5027.673,3378,500,0
2025-04-24 21:00:00,5027.675,5030.824,5019.174,5026.764,3391,500,0
2025-04-24 22:00:00,5026.766,5038.356,5023.643,5026.045,3413,500,0
2025-04-24 23:00:00,5026.048,5028.731,5017.97,5025.912,3392,500,0
2025-04-25 00:00:00,5025.914,5030.614,5020.645,5023.176,3391,500,0
2025-04-25 01:00:00,5023.18,5032.112,5019.708,5029.467,3392,500,0
2025-04-25 02:00:00,5029.478,5032.727,5023.436,5025.286,3387,500,0
2025-04-25 03:00:00,5025.287,5035.182,5025.287,5033.837,3418,500,0
2025-04-25 04:00:00,5033.839,5039.786,5015.142,5017.657,3385,500,0
2025-04-25 05:00:00,5017.66,5024.806,5010.936,5021.617,3406,500,0
2025-04-25 06:00:00,5021.618,5038.798,5021.618,5038.798,3361,500,0
2025-04-25 07:00:00,5038.798,5056.649,5038.798,5056.649,3397,500,0
2025-04-25 08:00:00,5056.657,5067.77,5053.515,5067.77,3417,500,0
2025-04-25 09:00:00,5067.775,5077.501,5051.317,5052.35,3403,500,0
2025-04-25 10:00:00,5052.355,5067.276,5052.355,5059.269,3403,500,0
2025-04-25 11:00:00,5059.273,5066.17,5049.066,5054.476,3387,500,0
2025-04-25 12:00:00,5054.486,5055.272,5039.81,5046.368,3411,500,0
2025-04-25 13:00:00,5046.373,5052.331,5042.027,5047.034,3392,500,0
2025-04-25 14:00:00,5047.036,5060.356,5047.036,5060.356,3411,500,0
2025-04-25 15:00:00,5060.357,5061.472,5045.696,5051.807,3410,500,0
2025-04-25 16:00:00,5051.815,5059.448,5051.578,5057.601,3388,500,0
2025-04-25 17:00:00,5057.604,5062.297,5044.154,5050.402,3412,500,0
2025-04-25 18:00:00,5050.405,5050.452,5033.199,5039.615,3419,500,0
2025-04-25 19:00:00,5039.617,5043.317,5027.61,5029.762,3406,500,0
2025-04-25 20:00:00,5029.763,5033.767,5007.389,5011.887,3386,500,0
2025-04-25 21:00:00,5011.894,5012.821,4996.723,5002.444,3401,490,0
2025-04-25 22:00:00,5002.45,5009.273,4996.786,5009.273,3379,490,0
2025-04-25 23:00:00,5009.289,5011.118,4976.406,4980.48,3388,490,0
2025-04-26 00:00:00,4980.48,4984.536,4972.2,4983.173,3407,490,0
2025-04-26 01:00:00,4983.176,4984.752,4962.544,4964.963,3386,490,0
2025-04-26 02:00:00,4964.97,4975.436,4955.388,4956.759,3386,490,0
2025-04-26 03:00:00,4956.765,4958.159,4933.705,4934.555,3387,490,0
2025-04-26 04:00:00,4934.56,4938.312,4917.782,4924.0,3402,490,0
