time,open,high,low,close,tick_volume,spread,real_volume
2025-04-25 18:55:00,1.13762,1.13809,1.13758,1.13798,318,2,0
2025-04-25 19:00:00,1.13798,1.13811,1.1379,1.13792,332,2,0
2025-04-25 19:05:00,1.13792,1.13795,1.13754,1.13762,311,2,0
2025-04-25 19:10:00,1.13762,1.13788,1.13754,1.1378,277,2,0
2025-04-25 19:15:00,1.1378,1.13789,1.13777,1.1378300000000001,267,2,0
2025-04-25 19:20:00,1.1378300000000001,1.13786,1.13762,1.13781,217,2,0
2025-04-25 19:25:00,1.1378,1.13794,1.13777,1.13787,134,2,0
2025-04-25 19:30:00,1.13787,1.13794,1.13766,1.13792,255,2,0
2025-04-25 19:35:00,1.1379299999999999,1.1379299999999999,1.13777,1.13779,174,2,0
2025-04-25 19:40:00,1.13779,1.13792,1.13745,1.13745,222,2,0
2025-04-25 19:45:00,1.13745,1.13745,1.1371,1.13711,376,2,0
2025-04-25 19:50:00,1.13708,1.13724,1.13699,1.13703,486,2,0
2025-04-25 19:55:00,1.13702,1.13703,1.13587,1.13592,848,2,0
2025-04-25 20:00:00,1.13593,1.13642,1.13593,1.13636,338,2,0
2025-04-25 20:05:00,1.13636,1.13646,1.13614,1.13623,170,2,0
2025-04-25 20:10:00,1.13623,1.13623,1.13581,1.13581,146,2,0
2025-04-25 20:15:00,1.13581,1.13594,1.13577,1.13589,128,2,0
2025-04-25 20:20:00,1.13589,1.13598,1.13583,1.13587,84,2,0
2025-04-25 20:25:00,1.13588,1.13597,1.13581,1.13582,185,2,0
2025-04-25 20:30:00,1.13581,1.13585,1.13577,1.13581,121,2,0
2025-04-25 20:35:00,1.13581,1.1362,1.1356600000000001,1.13619,171,2,0
2025-04-25 20:40:00,1.13619,1.13623,1.1360000000000001,1.13608,164,3,0
2025-04-25 20:45:00,1.13608,1.13612,1.13573,1.1358,179,5,0
2025-04-25 20:50:00,1.1358,1.13603,1.1358,1.13597,214,8,0
2025-04-27 21:05:00,1.13612,1.13651,1.13598,1.13598,33,40,0
2025-04-27 21:10:00,1.1362,1.13625,1.13584,1.13624,20,52,0
2025-04-27 21:15:00,1.13614,1.13624,1.13572,1.13602,25,57,0
2025-04-27 21:20:00,1.13603,1.13629,1.1357599999999999,1.13629,20,78,0
2025-04-27 21:25:00,1.1363,1.13631,1.13609,1.13609,29,77,0
2025-04-27 21:30:00,1.13608,1.13617,1.13579,1.13586,54,8,0
2025-04-27 21:35:00,1.13603,1.13605,1.13585,1.13588,11,8,0
2025-04-27 21:40:00,1.13602,1.13602,1.13567,1.1358,39,8,0
2025-04-27 21:45:00,1.1358,1.13599,1.13567,1.13589,30,8,0
2025-04-27 21:50:00,1.13588,1.13591,1.13578,1.13582,36,10,0
2025-04-27 21:55:00,1.13582,1.13593,1.1358,1.13593,20,23,0
2025-04-27 22:00:00,1.13593,1.13648,1.1359,1.13623,266,8,0
2025-04-27 22:05:00,1.13624,1.13625,1.13595,1.1360000000000001,105,8,0
2025-04-27 22:10:00,1.13601,1.13605,1.13579,1.13586,192,2,0
2025-04-27 22:15:00,1.13586,1.13589,1.13496,1.13498,321,2,0
2025-04-27 22:20:00,1.13498,1.13506,1.13485,1.13497,256,2,0
2025-04-27 22:25:00,1.13497,1.13524,1.13496,1.13498,247,2,0
2025-04-27 22:30:00,1.13497,1.13503,1.13397,1.13497,531,2,0
2025-04-27 22:35:00,1.13497,1.13508,1.13449,1.13461,297,2,0
2025-04-27 22:40:00,1.13461,1.13503,1.13458,1.13498,184,2,0
2025-04-27 22:45:00,1.13497,1.1350500000000001,1.1348799999999999,1.135,120,2,0
2025-04-27 22:50:00,1.135,1.13506,1.13495,1.13502,108,2,0
2025-04-27 22:55:00,1.13502,1.13504,1.13494,1.13499,98,2,0
2025-04-27 23:00:00,1.135,1.1351499999999999,1.13496,1.13498,195,2,0
2025-04-27 23:05:00,1.13499,1.13547,1.13496,1.13536,343,2,0
2025-04-27 23:10:00,1.13536,1.1353900000000001,1.13486,1.13498,410,2,0
2025-04-27 23:15:00,1.13498,1.13513,1.1349,1.13498,156,2,0
2025-04-27 23:20:00,1.13498,1.1350500000000001,1.13493,1.13499,121,2,0
2025-04-27 23:25:00,1.13499,1.1351,1.13494,1.13497,130,2,0
2025-04-27 23:30:00,1.13497,1.1350500000000001,1.13494,1.13499,80,2,0
2025-04-27 23:35:00,1.13499,1.13547,1.13495,1.13542,176,2,0
2025-04-27 23:40:00,1.13543,1.13547,1.13495,1.13544,244,2,0
2025-04-27 23:45:00,1.13544,1.1355,1.1346,1.13477,316,2,0
2025-04-27 23:50:00,1.13477,1.1349,1.13457,1.13467,232,2,0
2025-04-27 23:55:00,1.13467,1.13473,1.13412,1.1345,385,2,0
2025-04-28 00:00:00,1.13449,1.13545,1.13447,1.13542,495,2,0
2025-04-28 00:05:00,1.13542,1.13605,1.13533,1.13599,459,2,0
2025-04-28 00:10:00,1.13599,1.13599,1.1355,1.13575,372,2,0
2025-04-28 00:15:00,1.13575,1.1359,1.13561,1.13562,347,2,0
2025-04-28 00:20:00,1.13565,1.1360999999999999,1.13551,1.13602,283,2,0
2025-04-28 00:25:00,1.13601,1.1362,1.1357599999999999,1.13602,256,2,0
2025-04-28 00:30:00,1.13602,1.1360999999999999,1.13578,1.13592,320,2,0
2025-04-28 00:35:00,1.13591,1.13593,1.13564,1.1359,252,2,0
2025-04-28 00:40:00,1.1359,1.1362700000000001,1.13589,1.13619,233,2,0
2025-04-28 00:45:00,1.13619,1.13639,1.13603,1.13618,291,2,0
2025-04-28 00:50:00,1.13618,1.13647,1.13569,1.13599,473,2,0
2025-04-28 00:55:00,1.13601,1.13638,1.13582,1.1363699999999999,563,2,0
2025-04-28 01:00:00,1.13638,1.13665,1.13598,1.1360000000000001,452,2,0
2025-04-28 01:05:00,1.1360000000000001,1.13638,1.13594,1.1363,365,2,0
2025-04-28 01:10:00,1.1363,1.13664,1.1362700000000001,1.13652,332,2,0
2025-04-28 01:15:00,1.13652,1.13665,1.13634,1.13641,244,2,0
2025-04-28 01:20:00,1.13641,1.13642,1.1360000000000001,1.13608,253,2,0
2025-04-28 01:25:00,1.13609,1.13609,1.13522,1.13528,294,2,0
2025-04-28 01:30:00,1.13528,1.13559,1.13524,1.13556,516,2,0
2025-04-28 01:35:00,1.13555,1.1360000000000001,1.13555,1.13574,390,2,0
2025-04-28 01:40:00,1.13574,1.13585,1.1353900000000001,1.13555,418,2,0
2025-04-28 01:45:00,1.13555,1.1358,1.13532,1.13559,388,2,0
2025-04-28 01:50:00,1.13559,1.13571,1.13548,1.1357,231,2,0
2025-04-28 01:55:00,1.1357,1.13575,1.1349,1.13513,364,2,0
2025-04-28 02:00:00,1.13514,1.13514,1.13458,1.13504,441,2,0
2025-04-28 02:05:00,1.13504,1.1353,1.1348,1.1348,353,2,0
2025-04-28 02:10:00,1.1348,1.13482,1.13432,1.13445,324,2,0
2025-04-28 02:15:00,1.13445,1.13503,1.13443,1.13498,330,2,0
2025-04-28 02:20:00,1.13498,1.1351,1.1348799999999999,1.13489,261,2,0
2025-04-28 02:25:00,1.13489,1.1349,1.13456,1.13462,184,2,0
2025-04-28 02:30:00,1.13461,1.13486,1.13459,1.1347800000000001,255,2,0
2025-04-28 02:35:00,1.1347800000000001,1.1352,1.1347800000000001,1.13517,220,2,0
2025-04-28 02:40:00,1.13519,1.13527,1.13503,1.13522,202,2,0
2025-04-28 02:45:00,1.13523,1.13555,1.13521,1.1355,184,2,0
2025-04-28 02:50:00,1.1355,1.13571,1.13533,1.13545,163,2,0
2025-04-28 02:55:00,1.13544,1.1354899999999999,1.13532,1.13535,144,2,0
2025-04-28 03:00:00,1.13535,1.13544,1.13514,1.13524,274,2,0
2025-04-28 03:05:00,1.13524,1.13554,1.13512,1.1354899999999999,243,2,0
2025-04-28 03:10:00,1.1355,1.1356,1.1354,1.13557,166,2,0
2025-04-28 03:15:00,1.13558,1.13599,1.13547,1.1359,221,2,0
2025-04-28 03:20:00,1.13591,1.13592,1.13547,1.13557,180,2,0
2025-04-28 03:25:00,1.13557,1.13589,1.13553,1.13579,171,2,0
2025-04-28 03:30:00,1.13575,1.13585,1.13558,1.13574,186,2,0
2025-04-28 03:35:00,1.13574,1.13592,1.13563,1.13578,166,2,0
2025-04-28 03:40:00,1.13577,1.13579,1.1355,1.13552,132,2,0
2025-04-28 03:45:00,1.13551,1.13605,1.13551,1.13595,159,2,0
2025-04-28 03:50:00,1.13595,1.13601,1.13582,1.13588,122,2,0
2025-04-28 03:55:00,1.13585,1.1360000000000001,1.1356,1.13562,196,2,0
2025-04-28 04:00:00,1.13561,1.13565,1.13524,1.13546,351,2,0
2025-04-28 04:05:00,1.13546,1.13568,1.13528,1.1356600000000001,186,2,0
2025-04-28 04:10:00,1.13567,1.13594,1.1356600000000001,1.1359,173,2,0
2025-04-28 04:15:00,1.1359,1.13609,1.13583,1.13602,144,2,0
2025-04-28 04:20:00,1.13601,1.13612,1.13592,1.13612,171,2,0
2025-04-28 04:25:00,1.13612,1.13624,1.13595,1.13621,243,2,0
2025-04-28 04:30:00,1.1362,1.13639,1.13612,1.13633,281,2,0
2025-04-28 04:35:00,1.13632,1.13641,1.13615,1.13632,229,2,0
2025-04-28 04:40:00,1.13633,1.13652,1.13605,1.13651,321,2,0
2025-04-28 04:45:00,1.1365,1.13666,1.13642,1.13659,361,2,0
2025-04-28 04:50:00,1.13659,1.13706,1.13659,1.137,362,2,0
2025-04-28 04:55:00,1.13702,1.13726,1.13695,1.1372200000000001,278,2,0
2025-04-28 05:00:00,1.1372200000000001,1.13774,1.13716,1.13761,314,2,0
2025-04-28 05:05:00,1.13761,1.13791,1.1375,1.1376,253,2,0
2025-04-28 05:10:00,1.1376,1.13777,1.13751,1.13765,263,2,0
2025-04-28 05:15:00,1.13772,1.13789,1.1376,1.13777,263,2,0
2025-04-28 05:20:00,1.13777,1.13784,1.13756,1.1378300000000001,212,2,0
2025-04-28 05:25:00,1.13784,1.13801,1.13769,1.13775,248,2,0
2025-04-28 05:30:00,1.13774,1.1381000000000001,1.1377,1.13807,293,2,0
2025-04-28 05:35:00,1.13806,1.13807,1.13753,1.13769,324,2,0
2025-04-28 05:40:00,1.13769,1.13779,1.13746,1.13753,407,2,0
2025-04-28 05:45:00,1.13754,1.13784,1.1374900000000001,1.13764,280,2,0
2025-04-28 05:50:00,1.13764,1.13764,1.13723,1.1374,340,2,0
2025-04-28 05:55:00,1.1374,1.13755,1.13728,1.13745,385,2,0
2025-04-28 06:00:00,1.13745,1.13745,1.13704,1.1372200000000001,535,2,0
2025-04-28 06:05:00,1.1372200000000001,1.13731,1.13687,1.1368800000000001,405,2,0
2025-04-28 06:10:00,1.13682,1.13716,1.13677,1.13683,485,2,0
2025-04-28 06:15:00,1.13682,1.13741,1.13672,1.1372,637,2,0
2025-04-28 06:20:00,1.1372,1.13727,1.13669,1.1368,567,2,0
2025-04-28 06:25:00,1.1368,1.13696,1.13635,1.1365,609,2,0
2025-04-28 06:30:00,1.1365,1.13662,1.13609,1.13638,547,2,0
2025-04-28 06:35:00,1.13638,1.13642,1.13521,1.13526,493,2,0
2025-04-28 06:40:00,1.13526,1.13526,1.1344,1.13459,834,2,0
2025-04-28 06:45:00,1.13459,1.1347,1.13441,1.1347,383,2,0
2025-04-28 06:50:00,1.13469,1.13471,1.13424,1.13434,385,2,0
2025-04-28 06:55:00,1.13434,1.13434,1.1329500000000001,1.13316,1190,2,0
2025-04-28 07:00:00,1.13317,1.13402,1.13309,1.13384,1028,2,0
2025-04-28 07:05:00,1.13385,1.13443,1.13381,1.13437,677,2,0
2025-04-28 07:10:00,1.13438,1.13469,1.13419,1.13424,689,2,0
